"DN";"fid";"name";"date";"island";"gps_id";"radius";"colour_sca";"colour";"class_1";"class_2";"class_3";"cover_wate";"cover_shel";"cover_rock";"cover_chan";"cover_uca";"cover_macr";"uca_class";"greeness";"mangrove";"penetrabil";"camera";"photo";"obs";"ele";"time";"gpxx_Waypo";"wptx1_Wayp";"ctx_Creati";"layer";"path";"area..ha.";"X.finos";"test1_clas";"test2_clas";"test3_clas";"test4_clas";"test5_clas";"test6_clas";"sandy_uca";"teste_fin";"test_fin2";"teste_bs";"finalvalue";"class_name";"train_val";"classname";"fv2";"new_test";"fv3";"fv4";"fv5";"fv6";"finalclass";"uca";"fpc";"ele_2";"time_2";"name_2";"gpxx_Way_1";"wptx1_Wa_1";"ctx_Crea_1";"radius_2";"Spectral1"
3;2461;"2461";"04/03/2019";"Adonga";"1";"5";"-";"-";"dry";"beach_sand_uca";"uca";0;0;0;0;100;0;"M";"N";"N";6;"Belo";"100-370/371";NA;4.491461;"2019/03/04 16:49:21.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-04T16:49:21Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.008;4.88;"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"beach_sand_uca";"beach_sand_uca";"beach_sand";"2";"beach_sand_uca";"validation";"beach_sand";"1";"1";"2";"1";"1";"1";"sandy-with-FBA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"Sand with FBA"
3;2460;"2460";"04/03/2019";"Adonga";"1";"20";"-";"-";"wet";"sand";"-";20;0;0;0;0;0;"-";"N";"N";6;"Belo";"100-372/373";"miniuca";2.608531;"2019/03/04 16:33:03.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-04T16:33:03Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.124;4.88;"sandy";"sandy_water";"sandy";"sandy";"wet_sandy";"sediment";"other";"sandy";"sandy";"other";"5";"wet_sandy";"training";"wet_sandy";"2";"2";"2";"3";"3";"2";"sandy";"2";"1";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2474;"2474";"05/03/2019";"Adonga";"1";"30";"-";"-";"dry";"mud";"uca";0;0;0;10;100;0;"H";"N";"N";NA;"tel_MH";"160322/160318/160312";NA;-8388608;"2019/03/05 15:59:45.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-05T15:59:45Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.278;NA;"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"other";"muddy_uca";"muddy_uca";"other";"7";"muddy_uca";"validation";"muddy_uca";"2";"3";"1";"5";"6";"4";"muddy-with-FBA";"1";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2472;"2472";"05/03/2019";"Adonga";"1";"25";"-";"-";"wet";"sand";"uca";0;5;0;0;100;0;"H";"N";"N";NA;"tel_MH";"152735/152723/152719";NA;1.136661;"2019/03/05 15:24:07.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-05T15:24:07Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.193;NA;"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"other";"4";"sandy_uca";"training";"sandy_uca";"1";"3";"2";"1";"1";"1";"sandy-with-FBA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"Sand with FBA"
3;2471;"2471";"05/03/2019";"Adonga";"1";"20";"-";"-";"wet";"muddy_sand";"-";25;2;0;0;0;0;"-";"N";"N";6;"MH_tel";"151753/151744/151738";"mini uca e muitos buracos";1.672174;"2019/03/05 15:21:25.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-05T15:21:25Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.124;10.57;"sandy";"sandy_water";"muddy_sand";"muddy";"wet_muddy";"sediment";"other";"sandy";"muddy";"other";"6";"muddy";"training";"muddy";"2";"4";"2";"4";"4";"3";"muddy";"2";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2470;"2470";"05/03/2019";"Adonga";"1";"20";"-";"-";"wet";"sand";"-";25;2;0;0;0;0;"-";"N";"N";6;"tel_MH";"151753/151744/151738";"minimicrouca everywhere + muitos buracos pequenos de invertebrados e das miniuca";2.32667;"2019/03/05 15:11:06.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-05T15:11:06Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.124;6.16;"sandy";"sandy_water";"sandy";"sandy";"wet_sandy";"sediment";"other";"sandy";"sandy";"other";"5";"wet_sandy";"training";"wet_sandy";"2";"4";"2";"3";"3";"2";"sandy";"2";"1";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2469;"2469";"05/03/2019";"Adonga";"1";"20";"-";"-";"wet";"muddy_sand";"uca";30;0;0;0;100;0;"M";"N";"N";9;"tel_MH";"145931/145926/145921";NA;2.776634;"2019/03/05 14:51:36.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-05T14:51:36Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.124;14.09;"sandy_uca";"sandy_uca_water";"muddy_sand_uca";"muddy_uca";"muddy_uca";"muddy_uca";"other";"sandy_uca";"muddy_uca";"other";"7";"muddy_uca";"training";"muddy_uca";"2";"3";"1";"5";"6";"4";"muddy-with-FBA";"1";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2490;"2490";"14/03/2019";"Adonga";"1";"15";"10YR";"7B";"wet";"muddy_sand";"-";15;5;0;0;0;0;"-";"N";"N";11;"Belo";"100-484/485";NA;-8388608;"2019/03/14 10:41:21.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-14T10:41:21Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.07;10.65;"sandy";"sandy_water";"muddy_sand";"muddy";"muddy";"sediment";"other";"sandy";"muddy";"other";"6";"muddy";"training";"muddy";"2";"4";"2";"4";"5";"3";"muddy";"2";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2489;"2489";"08/03/2019";"Adonga";"1";"60";"10YR";"6A";"-";"mud";"uca";1;0;0;10;100;0;"H";"N";"N";20;"Belo";"100-395/396";"sed id=1-2488";-8388608;"2019/03/08 16:06:56.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-08T16:06:56Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";1.112;72.42;"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"other";"muddy_uca";"muddy_uca";"other";"7";"muddy_uca";"validation";"muddy_uca";"2";"5";"1";"5";"6";"4";"muddy-with-FBA";"1";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2498;"2498";"12/03/2019";"Adonga";"1";"20";"10YR";"7B";"wet";"sand";"uca";0;0;0;0;100;0;"H";"N";"N";5;"Belo";"100-438/439";NA;6.157934;"2019/03/12 10:37:11.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-12T10:37:11Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.124;5.65;"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"other";"4";"sandy_uca";"training";"sandy_uca";"1";"3";"2";"1";"1";"1";"sandy-with-FBA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"Sand with FBA"
3;2497;"2497";"12/03/2019";"Adonga";"1";"15";"10YR";"7A";"-";"sand";"-";0;1;0;0;0;0;"-";"N";"N";9;"Belo";"100-436/437";NA;6.764279;"2019/03/12 10:32:00.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-12T10:32:00Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.07;8.6;"sandy";"sandy";"sandy";"sandy";"sandy";"sediment";"other";"sandy";"sandy";"other";"3";"sandy";"training";"sandy";"2";"4";"2";"2";"2";"2";"sandy";"2";"1";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2496;"2496";"12/03/2019";"Adonga";"1";"25";"10YR";"7A";"wet";"muddy_sand";"-";40;2;0;0;0;0;"-";"N";"N";8;"Belo";"100-434/435";"muitos buracos";8.638636;"2019/03/12 10:24:51.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-12T10:24:51Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.193;9.96;"sandy";"sandy_water";"sandy";"sandy";"wet_sandy";"sediment";"other";"sandy";"sandy";"other";"5";"wet_sandy";"training";"wet_sandy";"2";"4";"2";"3";"3";"2";"sandy";"2";"1";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2495;"2495";"12/03/2019";"Adonga";"1";"15";"-";"-";"-";"sandy_mud";"uca";0;0;0;0;100;0;"H";"N";"N";20;"Belo";"100-432/433";"muito pouca areia mas alguma";-8388608;"2019/03/12 09:29:55.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-12T09:29:55Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.07;25.21;"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"other";"muddy_uca";"muddy_uca";"other";"7";"muddy_uca";"training";"muddy_uca";"2";"5";"1";"5";"6";"4";"muddy-with-FBA";"1";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2494;"2494";"12/03/2019";"Adonga";"1";"30";"10YR";"7A";"wet";"sandy_mud";"uca";40;0;0;0;100;0;"H";"N";"N";17;"Belo";"100-430/431";NA;-8388608;"2019/03/12 09:21:03.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-12T09:21:03Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.278;21.4;"muddy_uca";"muddy_uca_water";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"other";"muddy_uca";"muddy_uca";"other";"7";"muddy_uca";"training";"muddy_uca";"2";"3";"1";"5";"6";"4";"muddy-with-FBA";"1";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2493;"2493";"12/03/2019";"Adonga";"1";"40";"10YR";"7A";"wet";"muddy_sand";"-";40;5;0;0;0;0;"-";"N";"N";11;"Belo";"100-428/429";NA;-8388608;"2019/03/12 09:09:15.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-12T09:09:15Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.494;13.26;"sandy";"sandy_water";"muddy_sand";"muddy";"wet_muddy";"sediment";"other";"sandy";"muddy";"other";"6";"muddy";"validation";"muddy";"2";"4";"2";"4";"4";"3";"muddy";"2";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2492;"2492";"12/03/2019";"Adonga";"1";"20";"10YR";"6A";"-";"sandy_mud";"uca";1;0;0;0;100;0;"H";"N";"N";20;"Belo";"100-426/427";NA;-8388608;"2019/03/12 08:57:17.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-12T08:57:17Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.124;32.49;"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"other";"muddy_uca";"muddy_uca";"other";"7";"muddy_uca";"training";"muddy_uca";"2";"5";"1";"5";"6";"4";"muddy-with-FBA";"1";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2491;"2491";"12/03/2019";"Adonga";"1";"30";"10YR";"7B";"wet";"sand";"-";40;1;0;0;0;0;"-";"S";"N";7;"Belo";"100-423/424/425";"buracos pequenos e muito pouco greeness";5.132216;"2019/03/12 08:48:08.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-12T08:48:08Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.278;4.44;"sandy";"sandy_water";"sandy";"sandy";"wet_sandy";"sediment";"other";"sandy";"sandy";"other";"5";"wet_sandy";"training";"wet_sandy";"2";"2";"2";"3";"3";"2";"sandy";"2";"1";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2505;"2505";"13/03/2019";"Adonga";"1";"30";"10YR";"7B";"wet";"sandy_mud";"-";70;10;0;0;0;0;"-";"N";"N";16;"Belo";"100-450/451";"tambem pode ter wet sandy mud";4.208672;"2019/03/13 09:24:19.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-13T09:24:19Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.278;22.43;"muddy";"muddy_water";"muddy";"muddy";"wet_muddy";"sediment";"other";"muddy";"muddy";"other";"6";"muddy";"validation";"muddy";"2";"4";"2";"4";"4";"3";"muddy";"2";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2503;"2503";"13/03/2019";"Adonga";"1";"20";"10YR";"7B";"wet";"muddy_sand";"-";70;10;0;0;0;0;"-";"N";"N";16;"Belo";"100-446/447";"tambem pode ter wet sandy mud";6.267669;"2019/03/13 09:05:35.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-13T09:05:35Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.124;16.74;"sandy";"sandy_water";"muddy_sand";"muddy";"wet_muddy";"sediment";"other";"sandy";"muddy";"other";"6";"muddy";"validation";"muddy";"2";"4";"2";"4";"4";"3";"muddy";"2";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2501;"2501";"13/03/2019";"Adonga";"1";"15";"10YR";"7A";"-";"mud";"uca";0;0;0;0;0;15;"-";"N";"N";20;"Belo";"100-444/445";"Bastante verdete, filamentos de microalgas";7.320668;"2019/03/13 08:41:21.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-13T08:41:21Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.07;83.66;"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"other";"muddy_uca";"muddy_uca";"other";"7";"muddy_uca";"training";"muddy_uca";"2";"5";"2";"4";"6";"3";"muddy";"2";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2500;"2500";"13/03/2019";"Adonga";"1";"25";"10YR";"7A";"-";"mud";"uca";0;0;0;5;100;0;"H";"S";"N";19;"Belo";"100-442/443";NA;8.097791;"2019/03/13 08:31:33.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-13T08:31:33Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.193;94.84;"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"other";"muddy_uca";"muddy_uca";"other";"7";"muddy_uca";"training";"muddy_uca";"2";"5";"1";"5";"6";"4";"muddy-with-FBA";"1";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2499;"2499";"12/03/2019";"Adonga";"1";"70";"10YR";"7B";"wet";"muddy_sand";"-";40;2;0;0;0;0;"-";"S";"N";9;"Belo";"100-440/441";NA;4.399424;"2019/03/12 10:43:00.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-12T10:43:00Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";1.514;9.62;"sandy";"sandy_water";"sandy";"sandy";"wet_sandy";"sediment";"other";"sandy";"sandy";"other";"5";"wet_sandy";"training";"wet_sandy";"2";"4";"2";"3";"3";"2";"sandy";"2";"1";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2364;"2364";"05/02/2019";"Adonga";"1";"poligono";"10YR";"8C";"dry";"sand";"uca";0;0;0;0;90;0;"M";"N";"N";5;"-";"-";"small to medium uca";NA;NA;NA;NA;NA;"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.093;1.87;"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"other";"4";"sandy_uca";"training";"sandy_uca";"1";"1";"2";"1";"1";"1";"sandy-with-FBA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"Sand with FBA"
3;2362;"2362";"05/02/2019";"Adonga";"1";"plot8A8B";"7.5YR";"7B";"wet";"sand";"-";25;0;0;0;0;0;"-";"N";"N";7;"Belo";"100-098/100";NA;NA;NA;NA;NA;NA;"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";12.458;2.53;"sandy";"sandy_water";"sandy";"sandy";"wet_sandy";"sediment";"other";"sandy";"sandy";"other";"5";"wet_sandy";"training";"wet_sandy";"2";"2";"2";"3";"3";"2";"sandy";"2";"1";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2370;"2370";"06/02/2019";"Adonga";"1";"plot9D";"10YR";"7D";"wet";"sand";"-";30;0;0;0;0;0;"-";"N";"N";7;"Belo";"100-124/125";"Algo de errado com o numero das fotos";NA;NA;NA;NA;NA;"Redefinido";"MultiPolygonZ?crs=EPSG:32628&field=fid:double(0,0)&field=name:string(255,0)&field=cmt:string(255,0)&field=desc:string(255,0)&field=src:string(255,0)&field=link1_href:string(255,0)&field=link1_text:string(255,0)&field=link1_type:string(255,0)&field=link2_";6.143;4.67;"sandy";"sandy_water";"sandy";"sandy";"wet_sandy";"sediment";"other";"sandy";"sandy";"other";"5";"wet_sandy";"validation";"wet_sandy";"2";"2";"2";"3";"3";"2";"sandy";"2";"1";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2488;"2488";"08/03/2019";"Adonga";"1";"plot10B";"10YR";"6A";"-";"mud";"uca";1;0;0;10;100;0;"H";"N";"N";20;"Belo";"100-395/396";NA;NA;NA;NA;NA;NA;"Redefinido";"MultiPolygonZ?crs=EPSG:32628&field=fid:double(0,0)&field=name:string(255,0)&field=cmt:string(255,0)&field=desc:string(255,0)&field=src:string(255,0)&field=link1_href:string(255,0)&field=link1_text:string(255,0)&field=link1_type:string(255,0)&field=link2_";6.25;72.42;"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"other";"muddy_uca";"muddy_uca";"other";"7";"muddy_uca";"training";"muddy_uca";"2";"5";"1";"5";"6";"4";"muddy-with-FBA";"1";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;0;"8D3";"05/02/2019";"Adonga";"2";"poligono";"-";"-";"-";"sand";"shell";5;15;0;0;0;10;"-";"N";"N";11;"Belo";"100-107/109";NA;NA;NA;NA;NA;NA;"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.496;8.88;"sandy";"sandy";"sandy";"sandy";"sandy";"sediment";"other";"sandy";"sandy";"other";"3";"sandy";"validation";"sandy";"2";"4";"2";"2";"2";"2";"sandy";"2";"1";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;0;"8D1";"05/02/2019";"Adonga";"2";"poligono";"10YR";"7B";"wet";"muddy_sand";"uca";15;5;0;0;80;0;"M";"N";"N";11;"Belo";"100-101/103";NA;NA;NA;NA;NA;NA;"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.793;9.03;"sandy_uca";"sandy_uca_water";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"other";"4";"sandy_uca";"training";"sandy_uca";"1";"3";"2";"1";"1";"1";"sandy-with-FBA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"Sand with FBA"
3;2387;"2387";"10/02/2019";"Adonga";"1";"poligono 2387";"10YR";"7C";"-";"sand";"uca";0;0;0;1;100;0;"M";"N";"N";6;"Belo";"100-154/155";NA;NA;NA;NA;NA;NA;"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.082;4.21;"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"other";"4";"sandy_uca";"training";"sandy_uca";"1";"1";"2";"1";"1";"1";"sandy-with-FBA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"Sand with FBA"
3;2382;"2382";"08/02/2019";"Adonga";"1";"plot4B";"-";"cinzent_ acastanhado";"wet";"sand";"-";35;0;0;0;0;0;"-";"N";"N";7;"Belo";"100-140/141/142/143";"metade do plot tem �gua mas o sedimento tem o mesmo aspecto";NA;NA;NA;NA;NA;"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";6.291;4.27;"sandy";"sandy_water";"sandy";"sandy";"wet_sandy";"sediment";"other";"sandy";"sandy";"other";"5";"wet_sandy";"training";"wet_sandy";"2";"2";"2";"3";"3";"2";"sandy";"2";"1";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
